Delivered_On_Time,Delay_Status,Delay_Binary,Customer_rating,Customer_care_calls,Discount_offered,Weight_in_gms,Weight_Discount,HighDiscount_LowRating,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Product_importance_low,Product_importance_medium
1,On Time,0,2,2,61,1800,109800,1,0,0,0,0,1,0,1,0
1,On Time,0,2,2,35,1349,47215,1,1,0,0,0,1,0,0,0
1,On Time,0,2,2,13,1128,14664,0,0,1,0,0,1,0,1,0
1,On Time,0,2,2,22,6614,145508,0,0,0,0,1,1,0,0,1
1,On Time,0,3,2,13,1245,16185,0,0,0,1,0,1,0,1,0
1,On Time,0,4,2,5,1920,9600,0,0,0,0,1,1,0,1,0
1,On Time,0,5,2,49,1621,79429,0,0,0,0,0,1,0,1,0
1,On Time,0,3,2,23,1930,44390,0,1,0,0,0,1,0,1,0
1,On Time,0,1,3,52,1089,56628,1,0,1,0,0,1,0,1,0
1,On Time,0,2,3,45,1446,65070,1,0,0,0,1,1,0,0,1
1,On Time,0,3,5,9,1813,16317,0,0,0,1,0,1,0,0,0
1,On Time,0,2,7,61,1856,113216,1,0,0,0,1,1,0,0,1
1,On Time,0,3,2,10,1648,16480,0,0,0,0,0,1,0,1,0
1,On Time,0,1,4,36,2211,79596,1,1,0,0,0,1,0,0,1
1,On Time,0,5,3,21,3078,64638,0,0,1,0,0,1,0,1,0
1,On Time,0,5,4,23,2056,47288,0,0,0,0,1,0,0,0,1
1,On Time,0,2,3,12,3054,36648,0,0,0,1,0,0,0,0,1
1,On Time,0,1,5,23,2707,62261,0,0,0,0,1,0,0,0,1
1,On Time,0,5,4,43,1087,46741,0,0,0,0,0,0,0,0,1
1,On Time,0,3,2,52,3199,166348,0,1,0,0,0,0,0,0,1
1,On Time,0,5,3,22,2717,59774,0,0,1,0,0,0,0,0,1
1,On Time,0,5,5,26,1692,43992,0,0,0,0,1,0,0,1,0
1,On Time,0,2,4,65,1962,127530,1,0,0,1,0,0,0,1,0
1,On Time,0,4,4,21,3307,69447,0,0,0,0,1,0,0,1,0
1,On Time,0,3,4,24,1304,31296,0,0,0,0,0,0,0,1,0
1,On Time,0,1,3,60,1925,115500,1,1,0,0,0,0,0,1,0
1,On Time,0,1,3,39,3062,119418,1,0,1,0,0,0,0,0,1
1,On Time,0,4,5,23,1132,26036,0,0,0,0,1,0,0,0,1
1,On Time,0,3,3,29,1712,49648,0,0,0,1,0,0,0,1,0
1,On Time,0,4,5,20,1150,23000,0,0,0,0,1,0,0,1,0
1,On Time,0,5,5,32,3249,103968,0,0,0,0,0,0,0,1,0
1,On Time,0,4,2,13,2309,30017,0,1,0,0,0,0,0,0,1
1,On Time,0,3,5,55,3308,181940,0,0,1,0,0,0,0,1,0
1,On Time,0,4,4,34,1977,67218,0,0,0,0,1,0,0,1,0
1,On Time,0,5,5,44,1561,68684,0,0,0,1,0,0,0,1,0
1,On Time,0,2,4,59,1858,109622,1,0,0,0,1,0,0,0,1
1,On Time,0,4,4,12,3279,39348,0,0,0,0,0,0,0,1,0
1,On Time,0,1,4,23,3807,87561,0,1,0,0,0,0,1,0,1
1,On Time,0,3,4,40,3106,124240,0,0,1,0,0,0,1,0,1
1,On Time,0,2,3,62,1090,67580,1,0,0,0,1,0,1,1,0
1,On Time,0,1,5,52,3981,207012,1,0,0,1,0,0,1,0,0
1,On Time,0,1,3,62,3398,210676,1,0,0,0,1,0,1,0,1
1,On Time,0,2,4,12,3646,43752,0,0,0,0,0,0,1,0,1
1,On Time,0,4,4,36,2861,102996,0,1,0,0,0,0,1,1,0
1,On Time,0,2,4,52,1129,58708,1,0,1,0,0,0,1,0,1
1,On Time,0,3,4,20,1531,30620,0,0,0,0,1,0,1,0,1
1,On Time,0,3,5,43,1446,62178,0,0,0,1,0,0,1,1,0
1,On Time,0,5,4,35,3695,129325,0,0,0,0,1,0,1,0,1
1,On Time,0,4,3,57,3671,209247,0,0,0,0,0,0,1,1,0
1,On Time,0,3,4,55,3833,210815,0,1,0,0,0,0,1,0,1
1,On Time,0,2,3,12,2777,33324,0,0,1,0,0,0,1,0,1
1,On Time,0,4,4,36,3769,135684,0,0,0,0,1,0,1,0,1
1,On Time,0,1,3,59,3838,226442,1,0,0,1,0,0,1,0,0
1,On Time,0,3,3,9,1257,11313,0,0,0,0,1,0,1,0,1
1,On Time,0,2,4,11,1596,17556,0,0,0,0,0,0,1,0,0
1,On Time,0,5,5,53,3089,163717,0,1,0,0,0,0,1,0,1
1,On Time,0,4,3,48,3909,187632,0,0,1,0,0,0,1,0,1
1,On Time,0,2,3,56,1136,63616,1,0,0,0,1,0,1,1,0
1,On Time,0,3,3,51,1046,53346,0,0,0,1,0,0,1,0,1
1,On Time,0,3,4,38,3705,140790,0,0,0,0,1,0,1,0,1
1,On Time,0,2,4,20,1654,33080,0,0,0,0,0,0,1,0,1
1,On Time,0,2,4,30,1805,54150,0,1,0,0,0,0,1,1,0
1,On Time,0,2,4,17,3358,57086,0,0,1,0,0,0,1,0,0
1,On Time,0,5,4,31,2373,73563,0,0,0,0,1,0,1,0,1
1,On Time,0,1,3,27,2551,68877,0,0,0,1,0,0,1,0,1
1,On Time,0,5,4,39,2381,92859,0,0,0,0,1,0,1,1,0
1,On Time,0,4,3,15,2701,40515,0,0,0,0,0,0,1,0,1
1,On Time,0,5,4,12,1672,20064,0,1,0,0,0,0,1,0,1
1,On Time,0,3,3,46,1040,47840,0,0,1,0,0,0,1,1,0
1,On Time,0,1,3,33,2818,92994,1,0,0,0,1,0,1,1,0
1,On Time,0,1,5,24,3440,82560,0,0,0,1,0,0,1,0,1
1,On Time,0,4,3,30,3748,112440,0,0,0,0,1,0,1,0,1
1,On Time,0,4,3,52,1587,82524,0,0,0,0,0,0,1,0,1
1,On Time,0,4,4,59,2358,139122,0,1,0,0,0,0,1,0,1
1,On Time,0,1,5,24,2423,58152,0,0,1,0,0,0,1,0,1
1,On Time,0,5,4,41,2782,114062,0,0,0,0,1,0,1,0,1
1,On Time,0,4,3,56,3427,191912,0,0,0,1,0,0,1,0,1
1,On Time,0,3,4,46,1072,49312,0,0,0,0,1,0,1,0,0
1,On Time,0,5,3,22,2585,56870,0,0,0,0,0,0,1,0,1
1,On Time,0,4,3,8,3710,29680,0,1,0,0,0,0,1,0,1
1,On Time,0,2,4,33,2854,94182,1,0,1,0,0,0,1,1,0
1,On Time,0,1,3,64,2026,129664,1,0,0,0,1,0,1,1,0
1,On Time,0,1,5,58,3599,208742,1,0,0,1,0,0,1,0,1
1,On Time,0,4,4,1,3147,3147,0,0,0,0,1,0,1,1,0
1,On Time,0,5,3,15,2989,44835,0,0,0,0,0,0,1,0,1
1,On Time,0,4,4,60,3425,205500,0,1,0,0,0,0,1,1,0
1,On Time,0,5,2,53,3775,200075,0,0,1,0,0,0,1,0,1
1,On Time,0,2,3,30,1698,50940,0,0,0,0,1,0,1,0,0
1,On Time,0,5,4,64,1918,122752,0,0,0,1,0,0,1,0,1
1,On Time,0,5,2,62,2750,170500,0,0,0,0,1,0,1,1,0
1,On Time,0,3,5,2,2222,4444,0,0,0,0,0,0,1,1,0
1,On Time,0,1,5,6,2882,17292,0,1,0,0,0,0,1,1,0
1,On Time,0,5,5,55,2791,153505,0,0,1,0,0,0,1,0,1
1,On Time,0,3,5,58,2259,131022,0,0,0,0,1,0,1,0,1
1,On Time,0,5,4,44,2551,112244,0,0,0,1,0,0,1,1,0
1,On Time,0,1,5,47,1954,91838,1,0,0,0,1,0,1,1,0
1,On Time,0,5,4,13,2409,31317,0,0,0,0,0,0,1,1,0
1,On Time,0,5,5,22,1695,37290,0,1,0,0,0,0,1,0,1
1,On Time,0,2,2,15,2481,37215,0,0,1,0,0,0,1,0,1
1,On Time,0,3,4,47,2956,138932,0,0,0,0,1,0,1,0,0
1,On Time,0,2,3,56,1303,72968,1,0,0,1,0,0,1,1,0
1,On Time,0,1,5,31,3157,97867,1,0,0,0,1,0,1,1,0
1,On Time,0,4,3,25,2774,69350,0,0,0,0,0,0,1,1,0
1,On Time,0,3,2,62,3127,193874,0,1,0,0,0,0,1,0,1
1,On Time,0,1,3,65,1291,83915,1,0,1,0,0,0,1,0,1
